"collection_gid","collection_id","title","handle","updated_at","product_count","vendors","shop","exported_at"
"gid://shopify/Collection/294203621540","294203621540","Emtek","emtek","2026-01-12T04:28:38Z","52","Vendor33","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/623555936620","623555936620","AKB Design's Favourite Picks ♡","akb-favorites","2026-02-10T12:08:13Z","52","Vendor34","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290904670372","290904670372","Home office Furniture","home-office-1","2026-02-11T10:46:44Z","51","Vendor29","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/498663227556","498663227556","Overstock","overstock","2026-01-12T04:28:49Z","51","Vendor8;Vendor48;Vendor14","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290851881124","290851881124","Rugs Blue","rugs-blue","2026-01-12T04:28:32Z","51","Vendor8;Vendor20","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/624785129836","624785129836","Palm Beach Scene","palm-beach-scene","2026-02-11T12:08:36Z","51","Vendor41;Vendor29;Vendor11","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/485586403492","485586403492","Autumn Picks 🍂","autumn-picks","2026-02-11T10:46:04Z","50","Vendor1","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/483038855332","483038855332","Sale Mirror","sale-mirror","2026-02-12T10:39:42Z","50","Vendor25","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/272004415652","272004415652","Cleaning & Organization","cleaning","2026-02-10T02:12:50Z","50","Vendor37","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/619641864556","619641864556","Bromford","bromford","2026-01-12T04:28:52Z","50","Vendor23;Vendor14","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/237571899556","237571899556","Light Bulbs","lighting-bulbs","2026-02-13T12:11:22Z","50","Vendor22;Vendor15","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/292323590308","292323590308","Hardware Bath Accessories","hardware-bath-accessories","2026-01-12T04:28:37Z","49","Vendor45;Vendor24;Vendor36","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/237464846500","237464846500","Bathroom Canisters","bathroom-canisters","2026-02-10T02:10:40Z","48","Vendor45;Vendor25","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/481019953316","481019953316","Old is New Again","old-is-new-again","2026-02-10T12:08:13Z","48","Vendor36;Vendor34","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/624228893036","624228893036","Stefany Bedoya's Favourites","stefany-bedoyas-favourites-2","2026-02-11T10:44:01Z","48","Vendor3;Vendor42","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/273681547428","273681547428","Pablo Designs","pablo","2026-01-30T12:10:09Z","48","Vendor29;Vendor30;Vendor41;Vendor34","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/499520700580","499520700580","Outdoor Favourites","outdoor-favourites","2026-01-12T04:28:49Z","47","Vendor3","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/264819441828","264819441828","Lighting Vanity Lights","lighting-vanity-lights","2026-02-13T12:11:22Z","47","Vendor30;Vendor48;Vendor39;Vendor9","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/237562298532","237562298532","All Lighting Wall","all-lighting-wall","2026-02-13T12:11:22Z","47","Vendor45","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/282938507428","282938507428","Body","body","2026-01-12T04:28:27Z","47","Vendor32","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/627132727660","627132727660","Renee Leblanc's Favourite Picks ♡","renee-leblancs-favourite-picks","2026-01-12T04:28:56Z","47","Vendor48","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/619641700716","619641700716","Bournville","bournville","2026-01-12T04:28:51Z","47","Vendor32","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/287427264676","287427264676","Best Seller: Flush Mounts","best-seller-flush-semi-flush-mounts","2026-02-11T10:44:20Z","47","Vendor20;Vendor37","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/292157292708","292157292708","Night Stands","furniture-night-tables","2026-02-08T12:09:26Z","46","Vendor41;Vendor23","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/273319952548","273319952548","Kuzco","kuzco","2026-02-13T12:11:22Z","46","Vendor48","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/619641340268","619641340268","Apollo","apollo","2026-01-12T04:28:51Z","46","Vendor41;Vendor11;Vendor6;Vendor2","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/273958961316","273958961316","Avenue Lighting","avenue-lighting","2026-02-09T21:48:40Z","46","Vendor39;Vendor31","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/237453705380","237453705380","Home Fragrances","bathroom-home-fragrances","2026-02-10T01:23:21Z","46","Vendor11;Vendor41;Vendor39","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/506293551268","506293551268","misc","misc","2026-02-13T12:11:22Z","46","Vendor42;Vendor4;Vendor13","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/292323262628","292323262628","Door Bells","hardware-door-bells","2026-02-03T02:22:40Z","45","Vendor44;Vendor36","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/482993766564","482993766564","Father's Day","fathers-day","2026-02-11T10:47:16Z","45","Vendor27","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/291972153508","291972153508","Wood","wood","2026-02-11T10:51:52Z","45","Vendor45;Vendor24","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/481019822244","481019822244","Terrazzo Tile","terrazzo-tile","2026-01-12T04:28:42Z","45","Vendor18;Vendor22;Vendor1","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/484128194724","484128194724","What Were Loving By Visual Comfort Signature","what-were-loving-by-visual-comfort-signature","2026-02-06T12:09:03Z","45","Vendor29","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290970337444","290970337444","Eglo Large Boxes","eglo-large-boxes","2026-02-13T12:11:22Z","45","Vendor49","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290851520676","290851520676","Rugs  9 x 12","rugs-9-x-12","2026-02-12T12:08:33Z","45","Vendor10;Vendor5","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290482913444","290482913444","Fan Blades","fan-blades","2026-01-24T01:44:22Z","44","Vendor33","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/497394942116","497394942116","Hudson Banner products","hudson-banner-products","2026-02-07T10:43:59Z","44","Vendor37;Vendor47;Vendor38","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/276698628260","276698628260","Mats","mats","2026-02-10T01:23:21Z","44","Vendor24;Vendor25;Vendor26","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/623535423852","623535423852","testing zeros","testing-zeros","2026-01-12T04:28:55Z","44","Vendor31;Vendor25","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/270320402596","270320402596","Ceiling Fans","ceiling-fans","2026-02-11T12:08:36Z","44","Vendor3;Vendor46;Vendor19;Vendor45","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/273680269476","273680269476","Julie Neill for Visual Comfort","julie-neill","2026-01-26T12:09:05Z","43","Vendor3","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/620606357868","620606357868","Canadian Brands","canadian-brands","2026-02-13T12:11:22Z","43","Vendor37","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/621483524460","621483524460","Cavalier","cavalier","2026-01-12T04:28:53Z","43","Vendor49","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/482619130020","482619130020","IN STOCK","in-stock","2026-02-13T16:09:58Z","42","Vendor23;Vendor43","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/273680597156","273680597156","Ralph Lauren","ralph-lauren","2026-02-10T12:08:13Z","42","Vendor47","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/482045264036","482045264036","Reese Pendant & Rigby Sconce","reese-pendant-rigby-sconce","2026-01-12T04:28:45Z","42","Vendor15;Vendor24;Vendor16","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290477867172","290477867172","Fan Light Kit","fan-light-kit","2026-02-11T10:49:51Z","42","Vendor4;Vendor21;Vendor2","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/268942835876","268942835876","Glolo basis collection - Do not delete","globo_basis_collection","2026-02-13T19:26:45Z","42","Vendor43","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290586493092","290586493092","Marcotterie","marcotterie","2026-01-12T04:28:30Z","42","Vendor28","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290791653540","290791653540","Rug Pads","rug-pad","2026-02-09T02:56:48Z","41","Vendor13;Vendor40;Vendor17","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/619639079276","619639079276","Bardwick","bardwick","2026-01-12T04:28:51Z","41","Vendor38;Vendor12","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/621485883756","621485883756","Brighton","brighton","2026-01-12T04:28:54Z","41","Vendor11;Vendor8","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/273680007332","273680007332","Hinkley Lighting","hinkley","2026-02-13T12:11:22Z","41","Vendor22;Vendor44","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/629447688556","629447688556","Fans Popular Brands","fans-popular-brands","2026-02-13T12:11:22Z","41","Vendor22;Vendor14","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290790965412","290790965412","Rugs Polyester","rugs-polyester","2026-02-12T12:08:33Z","41","Vendor37;Vendor10;Vendor34","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/629446181228","629446181228","Rugs Google","rugs-google","2026-02-11T12:08:36Z","41","Vendor13;Vendor7;Vendor18","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/237492306084","237492306084","Lighting Pendants","lighting-pendants","2026-02-13T12:11:22Z","41","Vendor16;Vendor30;Vendor39","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290767798436","290767798436","Runner Rugs","runners","2026-02-13T19:26:45Z","41","Vendor8;Vendor4;Vendor38","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/237479231652","237479231652","Kitchen & Dining Furniture","all-furniture-kitchen-dining","2026-02-11T12:08:36Z","40","Vendor23","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/483775807652","483775807652","Affordable Lighting","affordable-lighting","2026-02-13T10:38:31Z","40","Vendor36;Vendor45;Vendor32;Vendor15","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/619611324780","619611324780","Valentine's Day","valentines-day","2026-02-11T10:39:18Z","40","Vendor32;Vendor34;Vendor22","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/623740813676","623740813676","Loloi Outdoor Rugs","loloi-outdoor-rugs","2026-02-09T02:57:34Z","39","Vendor4;Vendor21;Vendor26;Vendor19","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/265078833316","265078833316","Mademoiselle Jules","mademoiselle-jules","2026-02-10T01:23:22Z","39","Vendor18;Vendor1","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/291220357284","291220357284","Suzanne Kasler","suzanne-kasler","2026-02-06T13:26:05Z","39","Vendor27;Vendor47;Vendor44;Vendor30","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/619057742188","619057742188","Bedroom Inspiration","bedroom-inspiration","2026-02-11T10:47:38Z","39","Vendor15","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/481019134116","481019134116","A Burst of Colour","a-burst-of-colour","2026-01-12T04:28:42Z","39","Vendor2;Vendor28","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/481019101348","481019101348","Earth Tones","earth-tones","2026-02-07T10:59:46Z","39","Vendor39;Vendor43;Vendor38","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/273681055908","273681055908","Moe's","moes","2026-02-12T12:08:33Z","39","Vendor24;Vendor19;Vendor43","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/485781536932","485781536932","Rugs on Sale","rugs-on-sale","2026-02-13T19:26:45Z","39","Vendor7","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
